MONTH,Year,DISEASE,GENDER,NATIONALITY,AGE_GROUP,Detected Cases
07,2013,Heart disease,Female,Rumanian,40-49,1
10,2016,Hypertension,Female,Rumanian,40-49,1
04,2015,Diabetes,Female,Israeli,20-29,4
09,2015,CKD,Male,Moroccan,70+,3
05,2015,Diabetes,Female,Iraqui,50-59,3
05,2015,Heart disease,Female,Iraqui,50-59,2
05,2012,Diabetes,Male,Iraqui,60-69,3
11,2018,Dyslipidemia,Female,Moroccan,50-59,4
12,2017,Diabetes,Male,Russian,50-59,2
12,2017,Hypertension,Male,Russian,50-59,2
12,2017,Dyslipidemia,Male,Russian,50-59,3
12,2017,Heart disease,Male,Russian,50-59,2
12,2017,Nash,Male,Russian,50-59,1
05,2009,Obesity,Male,Israeli,20-29,4
12,2014,Heart disease,Female,Israeli,40-49,2
08,2014,Obesity,Female,Israeli,70+,10
07,2010,Hypertension,Female,Israeli,70+,16
01,2018,Heart disease,Male,Moroccan,60-69,3
01,2018,Hypertension,Male,Moroccan,60-69,3
10,2019,Dyslipidemia,Male,Moroccan,60-69,2
07,2020,CKD,Male,Moroccan,60-69,1
03,2010,Obesity,Male,Israeli,40-49,1
01,2013,Dyslipidemia,Female,Israeli,40-49,4
03,2018,Heart disease,Female,Israeli,40-49,13
07,2018,Diabetes,Male,Uzbek,50-59,2
07,2018,CKD,Male,Uzbek,50-59,1
07,2018,Dyslipidemia,Male,Uzbek,50-59,1
07,2018,Hypertension,Male,Uzbek,50-59,1
05,2012,Obesity,Female,Ucranian,20-29,1
12,2016,CKD,Male,Israeli,40-49,2
04,2009,Diabetes,Female,United States,70+,3
10,2019,Dyslipidemia,Female,United States,70+,1
10,2019,Nash,Female,United States,70+,1
07,2020,Diabetes,Male,Israeli,50-59,1
06,2012,Obesity,Female,Russian,30-39,1
10,2009,Dyslipidemia,Female,Iranian,70+,3
06,2009,CKD,Male,Azerbaijani,70+,1
06,2009,Dyslipidemia,Male,Azerbaijani,70+,1
10,2009,Heart disease,Male,Azerbaijani,70+,3
12,2015,Diabetes,Male,Israeli,40-49,15
10,2016,CKD,Male,Tunisian,70+,1
10,2016,Heart disease,Male,Tunisian,70+,1
10,2016,Diabetes,Male,Tunisian,70+,1
10,2016,Hypertension,Male,Tunisian,70+,1
02,2012,Nash,Male,Azerbaijani,50-59,1
04,2017,Dyslipidemia,Male,Azerbaijani,50-59,1
04,2019,Hypertension,Male,Azerbaijani,50-59,1
09,2015,Hypertension,Female,Ucranian,70+,1
09,2015,Dyslipidemia,Female,Ucranian,70+,1
09,2012,Nash,Male,German,60-69,1
01,2013,Heart disease,Male,German,60-69,1
05,2011,Diabetes,Male,Israeli,40-49,2
04,2018,Dyslipidemia,Female,Egyptian,50-59,2
02,2015,Heart disease,Female,Bilorussian,60-69,1
02,2015,Obesity,Female,Bilorussian,60-69,1
09,2011,Dyslipidemia,Female,Israeli,60-69,3
09,2011,Diabetes,Female,Israeli,60-69,5
07,2015,Dyslipidemia,Male,Moroccan,70+,3
07,2015,Nash,Male,Moroccan,70+,1
11,2015,Obesity,Male,Moroccan,70+,2
06,2012,Nash,Male,Algerian,60-69,1
08,2012,CKD,Male,Algerian,60-69,2
11,2012,Diabetes,Male,Algerian,60-69,1
07,2016,Hypertension,Male,Algerian,60-69,2
05,2009,Dyslipidemia,Male,Tunisian,70+,3
09,2009,Obesity,Male,Israeli,70+,10
08,2016,Dyslipidemia,Female,Ethiopian,70+,1
02,2017,CKD,Female,Ethiopian,70+,1
02,2017,Heart disease,Female,Ethiopian,70+,1
02,2017,Hypertension,Female,Ethiopian,70+,1
03,2012,Diabetes,Male,Ucranian,50-59,1
03,2012,Heart disease,Male,Ucranian,50-59,4
10,2010,Hypertension,Female,Israeli,60-69,4
04,2015,Dyslipidemia,Female,Ucranian,60-69,2
04,2015,Hypertension,Female,Ucranian,60-69,2
06,2009,Hypertension,Male,Israeli,40-49,7
10,2009,Heart disease,Male,Ethiopian,60-69,2
10,2009,Obesity,Male,Ethiopian,60-69,1
09,2020,Dyslipidemia,Male,Ethiopian,60-69,1
01,2009,Obesity,Male,Israeli,50-59,13
06,2015,Heart disease,Female,Egyptian,50-59,2
05,2017,CKD,Male,Uzbek,40-49,1
02,2018,Heart disease,Male,Uzbek,40-49,1
01,2019,Diabetes,Male,Israeli,60-69,4
05,2016,Diabetes,Male,Israeli,50-59,5
01,2017,Hypertension,Male,Israeli,50-59,10
01,2009,Hypertension,Female,Israeli,40-49,4
10,2012,Heart disease,Male,Ucranian,70+,4
07,2016,CKD,Male,Israeli,30-39,1
06,2012,Obesity,Female,Ethiopian,60-69,1
12,2012,CKD,Female,Ethiopian,60-69,2
02,2015,CKD,Male,Argentinian,70+,2
02,2015,Heart disease,Male,Argentinian,70+,1
03,2018,CKD,Male,Moroccan,30-39,1
06,2015,Dyslipidemia,Female,Tunisian,70+,1
10,2012,CKD,Female,Uzbek,70+,1
10,2012,Heart disease,Female,Uzbek,70+,1
10,2012,Diabetes,Female,Uzbek,70+,1
10,2012,Hypertension,Female,Uzbek,70+,1
01,2020,Hypertension,Male,Israeli,60-69,7
02,2009,Heart disease,Male,Moroccan,50-59,2
05,2018,Nash,Female,Rumanian,60-69,1
05,2018,Obesity,Female,Rumanian,60-69,1
10,2018,Hypertension,Female,Polonian,70+,3
10,2018,Dyslipidemia,Female,Polonian,70+,3
04,2011,Heart disease,Male,Bilorussian,40-49,1
07,2020,Diabetes,Female,Israeli,30-39,1
07,2020,Hypertension,Female,Israeli,30-39,1
08,2009,Hypertension,Female,Israeli,50-59,8
11,2015,Hypertension,Female,Israeli,30-39,5
09,2017,Hypertension,Female,Israeli,40-49,3
10,2015,Diabetes,Male,Israeli,40-49,16
06,2009,Heart disease,Female,Rumanian,40-49,1
06,2009,Nash,Female,Rumanian,40-49,1
04,2016,Dyslipidemia,Male,Yemeni,50-59,1
02,2012,Diabetes,Male,Yemeni,70+,2
07,2014,Dyslipidemia,Male,Yemeni,70+,1
11,2010,Diabetes,Male,Israeli,40-49,4
03,2019,Hypertension,Female,Israeli,50-59,3
08,2012,Heart disease,Female,Tunisian,70+,1
08,2012,Obesity,Female,Tunisian,70+,1
08,2012,Diabetes,Male,Argentinian,70+,1
04,2015,Heart disease,Female,Turkish,60-69,2
04,2015,Hypertension,Female,Turkish,60-69,1
04,2015,Obesity,Female,Turkish,60-69,1
01,2009,Diabetes,Female,Turkish,50-59,1
12,2009,Heart disease,Female,Turkish,50-59,1
08,2011,CKD,Female,Turkish,50-59,1
04,2018,Dyslipidemia,Female,Turkish,50-59,1
04,2020,Nash,Female,Israeli,60-69,1
11,2012,Heart disease,Male,Tunisian,40-49,1
11,2012,Nash,Male,Tunisian,40-49,1
08,2016,CKD,Male,Moroccan,50-59,1
08,2016,Dyslipidemia,Male,Moroccan,50-59,1
08,2016,Nash,Male,Moroccan,50-59,1
04,2014,Hypertension,Female,Israeli,20-29,2
06,2014,CKD,Female,Israeli,20-29,2
08,2012,Diabetes,Male,Uzbek,20-29,1
03,2011,Heart disease,Male,Israeli,40-49,5
03,2011,Hypertension,Male,Israeli,40-49,4
11,2014,Diabetes,Male,Israeli,30-39,2
02,2016,Dyslipidemia,Male,Israeli,30-39,3
04,2016,CKD,Male,Israeli,30-39,1
05,2020,Nash,Female,Israeli,60-69,4
10,2015,Dyslipidemia,Male,Indu,40-49,1
10,2015,Obesity,Male,Indu,40-49,1
01,2011,Heart disease,Female,Russian,50-59,1
03,2012,CKD,Male,Iraqui,70+,1
03,2012,Heart disease,Male,Iraqui,70+,2
03,2012,Hypertension,Male,Iraqui,70+,1
08,2013,Dyslipidemia,Male,Iraqui,70+,1
04,2015,Obesity,Female,Rumanian,30-39,2
09,2011,Heart disease,Female,Israeli,60-69,6
01,2014,Obesity,Male,Israeli,70+,8
03,2018,Hypertension,Female,Uzbek,30-39,2
03,2018,Obesity,Female,Uzbek,30-39,2
07,2018,Heart disease,Female,Moroccan,40-49,1
05,2015,Nash,Male,Yemeni,30-39,1
04,2012,Diabetes,Female,Iraqui,60-69,5
01,2015,Dyslipidemia,Female,Iraqui,60-69,1
12,2019,Obesity,Male,Israeli,50-59,4
03,2013,Heart disease,Female,Moroccan,50-59,1
09,2013,CKD,Female,Moroccan,50-59,1
03,2014,Diabetes,Female,Moroccan,50-59,2
06,2015,Heart disease,Female,Hungarian,50-59,1
12,2010,Obesity,Male,Israeli,30-39,3
04,2013,Obesity,Male,Israeli,50-59,5
06,2009,Dyslipidemia,Male,Israeli,20-29,1
04,2010,Hypertension,Female,Russian,70+,1
07,2013,Heart disease,Female,Russian,70+,1
07,2012,CKD,Female,Turkish,20-29,1
09,2018,CKD,Male,Israeli,20-29,8
10,2009,CKD,Male,Iraqui,60-69,2
10,2009,Hypertension,Male,Iraqui,60-69,2
06,2015,Diabetes,Male,Iraqui,60-69,2
05,2015,CKD,Female,Egyptian,70+,1
06,2009,Diabetes,Male,Rumanian,70+,2
06,2009,Heart disease,Male,Rumanian,70+,4
07,2013,Dyslipidemia,Male,Rumanian,70+,1
03,2019,CKD,Male,Iraqui,50-59,1
03,2019,Dyslipidemia,Male,Iraqui,50-59,1
01,2011,Heart disease,Female,Ucranian,50-59,1
06,2012,CKD,Female,Ucranian,50-59,1
06,2012,Hypertension,Female,Ucranian,50-59,1
09,2012,Dyslipidemia,Female,Ucranian,50-59,2
07,2016,Obesity,Female,Ucranian,50-59,1
01,2018,Diabetes,Female,Ucranian,50-59,2
07,2009,Nash,Male,Israeli,20-29,1
04,2017,Obesity,Female,Israeli,70+,6
11,2011,Heart disease,Male,Israeli,70+,10
11,2011,Dyslipidemia,Male,Israeli,70+,2
01,2009,Nash,Female,Israeli,40-49,5
04,2016,Obesity,Female,Israeli,50-59,6
11,2013,Diabetes,Male,Israeli,40-49,3
11,2013,CKD,Male,Israeli,40-49,4
09,2018,Obesity,Female,Moroccan,70+,1
02,2019,Heart disease,Female,Moroccan,70+,1
02,2019,Hypertension,Female,Moroccan,70+,1
01,2019,Dyslipidemia,Male,Rumanian,70+,2
12,2009,Heart disease,Female,Algerian,70+,4
11,2015,Heart disease,Female,Tunisian,60-69,1
08,2014,Diabetes,Female,Ucranian,50-59,1
08,2012,CKD,Male,Iraqui,70+,3
08,2012,Heart disease,Male,Iraqui,70+,8
08,2012,Hypertension,Male,Iraqui,70+,3
09,2018,CKD,Male,Algerian,50-59,1
06,2013,Dyslipidemia,Female,Israeli,50-59,2
10,2009,Diabetes,Female,Polonian,70+,2
10,2009,Heart disease,Female,Polonian,70+,4
10,2009,Obesity,Female,Polonian,70+,1
03,2009,Hypertension,Male,Israeli,40-49,7
02,2011,Dyslipidemia,Male,Israeli,40-49,1
05,2018,Heart disease,Male,Iranian,70+,3
01,2012,CKD,Male,Moroccan,70+,11
04,2018,Hypertension,Female,Israeli,50-59,12
06,2016,Hypertension,Female,Israeli,30-39,3
03,2013,CKD,Female,Israeli,60-69,5
04,2009,Dyslipidemia,Male,South African,70+,2
03,2018,Diabetes,Male,South African,70+,1
03,2018,CKD,Male,South African,70+,2
03,2018,Heart disease,Male,South African,70+,2
02,2014,Heart disease,Male,Israeli,70+,7
05,2015,Heart disease,Male,Turkish,70+,1
03,2009,Diabetes,Female,Polonian,30-39,1
08,2012,CKD,Female,French,40-49,2
08,2012,Heart disease,Female,French,40-49,1
08,2012,Hypertension,Female,French,40-49,1
08,2012,Nash,Female,French,40-49,1
06,2019,Dyslipidemia,Female,French,40-49,1
08,2012,Nash,Male,Israeli,40-49,4
10,2015,Heart disease,Male,German,70+,1
10,2015,Diabetes,Male,German,70+,1
06,2020,Dyslipidemia,Male,German,70+,1
06,2020,Hypertension,Male,German,70+,1
06,2017,Dyslipidemia,Female,Israeli,50-59,10
08,2015,Diabetes,Female,Ethiopian,40-49,1
06,2016,Nash,Female,Israeli,70+,1
03,2013,Diabetes,Female,Russian,20-29,1
04,2015,CKD,Male,Algerian,70+,4
04,2015,Heart disease,Male,Algerian,70+,4
12,2009,Nash,Female,Israeli,50-59,7
09,2018,CKD,Male,Yemeni,40-49,1
12,2014,Diabetes,Male,Israeli,70+,5
09,2018,Dyslipidemia,Male,Bilorussian,50-59,1
11,2015,Heart disease,Male,Iranian,50-59,1
01,2019,Diabetes,Female,Israeli,60-69,7
03,2021,Hypertension,Male,Israeli,50-59,1
03,2018,Obesity,Female,Rumanian,20-29,1
09,2013,CKD,Male,Israeli,40-49,6
04,2018,Hypertension,Male,Ucranian,60-69,2
06,2014,Obesity,Female,Israeli,70+,6
06,2014,Dyslipidemia,Female,Israeli,70+,7
12,2010,CKD,Female,Polonian,70+,1
12,2010,Hypertension,Female,Polonian,70+,1
01,2017,CKD,Male,French,60-69,1
05,2012,Heart disease,Female,Sirian,70+,1
07,2010,Nash,Female,Israeli,70+,1
12,2012,Diabetes,Male,Russian,70+,4
09,2009,Heart disease,Female,Israeli,30-39,3
02,2014,Heart disease,Male,Israeli,50-59,8
08,2016,Heart disease,Male,Israeli,40-49,4
08,2012,Heart disease,Male,Algerian,60-69,1
09,2012,CKD,Female,Moroccan,70+,3
09,2012,Diabetes,Female,Moroccan,70+,3
04,2013,Hypertension,Female,Israeli,60-69,4
02,2009,Heart disease,Female,Moroccan,70+,6
08,2012,Obesity,Female,Moroccan,70+,1
08,2013,Hypertension,Female,Moroccan,70+,2
02,2018,Diabetes,Female,Moroccan,60-69,2
02,2018,Obesity,Female,Moroccan,60-69,3
03,2018,CKD,Female,Moroccan,60-69,2
03,2015,Diabetes,Female,Kazakh,70+,1
02,2012,Dyslipidemia,Male,Iranian,50-59,2
02,2012,Nash,Male,Iranian,50-59,1
01,2009,Nash,Female,Rumanian,40-49,1
01,2009,Obesity,Female,Rumanian,40-49,1
02,2012,Nash,Female,Israeli,30-39,3
05,2009,Heart disease,Female,Algerian,50-59,1
09,2012,CKD,Male,Ucranian,50-59,1
09,2012,Heart disease,Male,Ucranian,50-59,4
09,2012,Hypertension,Male,Ucranian,50-59,1
08,2017,Diabetes,Male,Ucranian,50-59,1
08,2017,Dyslipidemia,Male,Ucranian,50-59,1
11,2014,Obesity,Female,Israeli,70+,5
10,2015,CKD,Male,Russian,70+,4
08,2011,Hypertension,Male,Israeli,60-69,6
10,2009,Dyslipidemia,Male,Iranian,70+,2
05,2019,Dyslipidemia,Female,Israeli,40-49,4
05,2019,Obesity,Female,Israeli,40-49,3
08,2019,Heart disease,Female,Israeli,40-49,3
10,2018,Diabetes,Male,Yemeni,20-29,1
10,2018,Obesity,Male,Yemeni,20-29,1
07,2009,Dyslipidemia,Female,Ucranian,60-69,1
07,2009,Diabetes,Female,Ucranian,60-69,2
11,2018,CKD,Female,United States,70+,2
11,2018,Dyslipidemia,Female,United States,70+,5
11,2018,Heart disease,Female,United States,70+,4
11,2018,Hypertension,Female,United States,70+,5
10,2015,Dyslipidemia,Male,Iraqui,70+,2
02,2012,Dyslipidemia,Female,Israeli,20-29,1
02,2012,Diabetes,Female,Israeli,20-29,2
01,2017,Obesity,Male,Israeli,40-49,5
10,2009,Dyslipidemia,Female,Turkish,70+,1
03,2016,Diabetes,Male,Israeli,70+,13
07,2009,CKD,Female,German,70+,1
07,2009,Heart disease,Female,German,70+,2
07,2009,Hypertension,Female,German,70+,1
09,2018,Diabetes,Female,German,70+,1
07,2012,CKD,Male,Ucranian,70+,4
07,2012,Heart disease,Male,Ucranian,70+,5
07,2012,Hypertension,Male,Ucranian,70+,2
12,2020,Nash,Male,Israeli,50-59,1
04,2012,CKD,Female,Israeli,20-29,5
12,2012,Nash,Female,Israeli,20-29,5
12,2014,Hypertension,Female,Israeli,20-29,1
10,2020,Diabetes,Female,Israeli,20-29,1
07,2015,CKD,Female,Yemeni,70+,1
07,2015,Hypertension,Female,Yemeni,70+,1
08,2009,Heart disease,Female,Moroccan,70+,4
09,2009,Hypertension,Female,Moroccan,70+,6
04,2018,Dyslipidemia,Male,German,50-59,2
11,2012,CKD,Male,Libyan,60-69,1
02,2009,CKD,Male,Tunisian,50-59,1
02,2009,Heart disease,Male,Tunisian,50-59,1
02,2009,Hypertension,Male,Tunisian,50-59,1
11,2012,CKD,Female,Russian,50-59,1
04,2018,Dyslipidemia,Male,Israeli,20-29,3
10,2014,Diabetes,Female,Israeli,70+,4
03,2014,Dyslipidemia,Female,Israeli,70+,10
09,2010,Heart disease,Female,Israeli,60-69,6
12,2015,CKD,Female,Rumanian,70+,2
12,2015,Heart disease,Female,Rumanian,70+,2
12,2015,Obesity,Female,Rumanian,70+,1
04,2016,Diabetes,Female,Rumanian,70+,1
12,2020,Hypertension,Female,Rumanian,70+,1
12,2020,Dyslipidemia,Female,Rumanian,70+,1
07,2018,CKD,Male,French,60-69,1
06,2017,CKD,Female,Israeli,60-69,6
06,2017,Hypertension,Female,Israeli,60-69,8
12,2012,CKD,Female,Israeli,30-39,3
12,2014,Hypertension,Male,Israeli,60-69,4
11,2015,Obesity,Female,Russian,50-59,1
06,2013,Diabetes,Female,Moroccan,70+,1
07,2016,Dyslipidemia,Female,Moroccan,70+,2
07,2016,Heart disease,Female,Moroccan,70+,2
07,2009,Heart disease,Male,Iraqui,70+,7
07,2010,Heart disease,Male,Moroccan,70+,2
08,2014,Obesity,Female,Moroccan,30-39,1
09,2018,Heart disease,Male,Algerian,70+,2
03,2016,Hypertension,Female,Ethiopian,70+,1
01,2015,Obesity,Male,United States,60-69,2
09,2012,CKD,Female,Indu,60-69,1
09,2015,Obesity,Male,Iraqui,30-39,1
03,2013,Dyslipidemia,Female,Yemeni,40-49,1
08,2012,Heart disease,Female,French,50-59,1
02,2010,Heart disease,Male,Israeli,30-39,5
05,2011,Diabetes,Female,Israeli,30-39,2
12,2015,Hypertension,Female,Moroccan,40-49,1
07,2014,CKD,Male,Israeli,50-59,9
08,2013,CKD,Female,Israeli,30-39,1
08,2013,Hypertension,Female,Israeli,30-39,2
01,2020,CKD,Male,Israeli,70+,13
01,2020,Hypertension,Male,Israeli,70+,9
09,2010,Dyslipidemia,Female,Iranian,40-49,1
04,2009,Nash,Female,Israeli,30-39,2
07,2018,Dyslipidemia,Male,Israeli,30-39,6
05,2010,CKD,Female,Iranian,70+,1
05,2010,Heart disease,Female,Iranian,70+,1
05,2010,Diabetes,Female,Iranian,70+,1
03,2012,CKD,Female,Israeli,30-39,6
07,2018,Diabetes,Male,Moroccan,50-59,1
07,2018,Heart disease,Male,Moroccan,50-59,1
09,2012,Obesity,Male,Turkish,70+,1
09,2012,Dyslipidemia,Male,Turkish,70+,1
09,2012,Heart disease,Male,Turkish,70+,3
05,2012,Obesity,Female,Ucranian,50-59,2
04,2014,Nash,Female,Ucranian,50-59,1
07,2018,Diabetes,Male,Polonian,70+,1
07,2018,Heart disease,Male,Polonian,70+,2
07,2018,Obesity,Male,Polonian,70+,1
01,2018,Obesity,Female,Russian,60-69,3
07,2011,Nash,Male,Israeli,40-49,1
06,2014,Obesity,Male,Israeli,50-59,3
12,2019,Dyslipidemia,Female,Indu,60-69,1
12,2019,Heart disease,Female,Indu,60-69,1
04,2012,Nash,Female,Iranian,40-49,1
09,2012,CKD,Female,Polonian,70+,1
09,2012,Heart disease,Female,Polonian,70+,2
09,2012,Diabetes,Female,Polonian,70+,2
11,2009,Heart disease,Male,Tunisian,70+,2
02,2012,CKD,Male,Tunisian,70+,2
11,2009,Nash,Female,Iraqui,40-49,1
04,2013,CKD,Male,Kazakh,60-69,1
04,2013,Heart disease,Male,Kazakh,60-69,1
03,2016,Heart disease,Female,Israeli,50-59,6
03,2018,Nash,Male,Moroccan,30-39,1
12,2018,Obesity,Female,Moroccan,30-39,2
03,2012,CKD,Female,Ucranian,70+,1
03,2012,Obesity,Female,Ucranian,70+,2
12,2014,Dyslipidemia,Female,Israeli,20-29,2
04,2017,Nash,Female,Israeli,20-29,1
07,2012,Obesity,Female,Iraqui,30-39,1
03,2018,Diabetes,Male,Ucranian,50-59,4
03,2018,CKD,Male,Ucranian,50-59,5
03,2018,Heart disease,Male,Ucranian,50-59,4
03,2018,Hypertension,Male,Ucranian,50-59,3
10,2009,CKD,Female,Argentinian,70+,2
10,2009,Heart disease,Female,Argentinian,70+,2
05,2010,Diabetes,Male,Turkish,30-39,1
05,2010,CKD,Male,Turkish,30-39,1
05,2010,Hypertension,Male,Turkish,30-39,1
06,2009,CKD,Female,Argentinian,50-59,1
06,2009,Hypertension,Female,Argentinian,50-59,1
02,2013,CKD,Male,Moroccan,70+,1
01,2009,Nash,Female,Israeli,70+,6
10,2009,Nash,Male,Israeli,40-49,10
02,2009,Heart disease,Male,Azerbaijani,50-59,1
05,2012,Heart disease,Female,Israeli,30-39,3
06,2009,Obesity,Male,Israeli,20-29,3
12,2009,CKD,Female,Moroccan,60-69,5
12,2009,Hypertension,Female,Moroccan,60-69,2
11,2016,Obesity,Female,Moroccan,60-69,1
12,2012,Diabetes,Male,United States,60-69,3
03,2015,Nash,Male,Israeli,30-39,5
04,2009,Diabetes,Female,Iraqui,70+,3
05,2009,CKD,Female,Iraqui,70+,3
07,2018,Dyslipidemia,Male,Algerian,70+,5
07,2018,Heart disease,Male,Algerian,70+,6
04,2019,Hypertension,Female,Azerbaijani,40-49,1
08,2015,Diabetes,Male,Ucranian,60-69,2
08,2012,CKD,Male,French,70+,1
08,2012,Heart disease,Male,French,70+,2
08,2012,Diabetes,Male,French,70+,1
02,2012,Nash,Female,Israeli,60-69,6
06,2018,CKD,Female,United States,60-69,1
06,2018,Heart disease,Female,United States,60-69,3
06,2018,Hypertension,Female,United States,60-69,2
06,2018,Nash,Female,United States,60-69,1
04,2012,Dyslipidemia,Male,Israeli,40-49,7
03,2014,Nash,Female,Israeli,40-49,1
09,2014,Nash,Female,United States,50-59,1
02,2012,CKD,Male,Moroccan,60-69,1
02,2012,Dyslipidemia,Male,Moroccan,60-69,1
02,2012,Hypertension,Male,Moroccan,60-69,1
06,2020,Heart disease,Male,Moroccan,60-69,1
03,2013,Hypertension,Female,Israeli,60-69,4
12,2019,Diabetes,Female,Israeli,50-59,3
12,2019,Hypertension,Female,Israeli,50-59,4
01,2012,CKD,Male,Moroccan,50-59,4
01,2012,Diabetes,Male,Moroccan,50-59,2
01,2012,Hypertension,Male,Moroccan,50-59,3
01,2012,Heart disease,Male,Moroccan,50-59,5
05,2019,Obesity,Male,Israeli,50-59,6
05,2018,CKD,Female,Ethiopian,30-39,1
05,2018,Heart disease,Female,Ethiopian,30-39,1
05,2018,Nash,Female,Ethiopian,30-39,1
01,2018,Obesity,Female,Rumanian,50-59,1
03,2018,Dyslipidemia,Male,Azerbaijani,70+,1
03,2018,Heart disease,Male,Azerbaijani,70+,1
07,2018,Dyslipidemia,Female,Russian,50-59,2
07,2018,Diabetes,Female,Russian,50-59,1
07,2018,Obesity,Female,Russian,50-59,1
12,2018,Diabetes,Male,Ethiopian,70+,3
12,2018,Dyslipidemia,Male,Ethiopian,70+,6
05,2012,Dyslipidemia,Female,Moroccan,60-69,1
01,2015,Heart disease,Female,Ethiopian,60-69,2
12,2012,CKD,Male,Moroccan,30-39,1
12,2012,Heart disease,Male,Moroccan,30-39,2
11,2018,Diabetes,Female,Iraqui,60-69,2
11,2018,Heart disease,Female,Iraqui,60-69,1
08,2012,Nash,Female,Israeli,30-39,5
06,2019,Heart disease,Female,Ethiopian,50-59,1
08,2018,Dyslipidemia,Female,United States,70+,3
08,2018,Obesity,Female,United States,70+,1
12,2009,Diabetes,Female,Turkish,30-39,1
09,2016,Dyslipidemia,Male,Moroccan,60-69,2
01,2009,CKD,Male,Moroccan,20-29,1
04,2017,Hypertension,Female,Israeli,30-39,4
02,2020,Hypertension,Female,Israeli,50-59,3
05,2013,Dyslipidemia,Male,Israeli,50-59,9
07,2018,Dyslipidemia,Female,Ethiopian,60-69,2
07,2018,Obesity,Female,Ethiopian,60-69,1
12,2018,Obesity,Female,Libyan,30-39,1
03,2020,Nash,Male,Israeli,50-59,2
12,2012,CKD,Male,Russian,70+,4
12,2012,Hypertension,Male,Russian,70+,3
07,2010,CKD,Female,Ucranian,70+,3
06,2012,Heart disease,Male,Hungarian,60-69,1
08,2018,CKD,Male,Kazakh,30-39,1
07,2020,Diabetes,Female,Israeli,70+,1
07,2020,Hypertension,Female,Israeli,70+,6
07,2020,Dyslipidemia,Female,Israeli,70+,6
07,2020,Heart disease,Female,Israeli,70+,4
05,2012,CKD,Female,Russian,50-59,2
10,2012,Diabetes,Male,Kazakh,60-69,1
10,2012,CKD,Male,Kazakh,60-69,1
10,2012,Heart disease,Male,Kazakh,60-69,1
10,2012,Hypertension,Male,Kazakh,60-69,1
12,2014,Obesity,Female,Israeli,20-29,2
07,2010,Dyslipidemia,Female,Israeli,60-69,4
01,2011,Obesity,Male,Israeli,50-59,5
11,2019,Dyslipidemia,Female,United States,60-69,2
08,2012,Heart disease,Female,Iranian,50-59,1
01,2015,Dyslipidemia,Female,Georgian,60-69,1
01,2015,Diabetes,Female,Georgian,60-69,1
01,2015,Obesity,Female,Georgian,60-69,1
10,2012,CKD,Male,Russian,60-69,2
10,2012,Diabetes,Male,Russian,60-69,1
10,2012,Hypertension,Male,Russian,60-69,1
10,2012,Obesity,Male,Russian,60-69,2
10,2012,Heart disease,Male,Russian,60-69,1
04,2018,Dyslipidemia,Female,Ethiopian,60-69,3
04,2018,Obesity,Female,Ethiopian,60-69,1
11,2020,Dyslipidemia,Female,Israeli,60-69,6
07,2018,CKD,Male,Moroccan,60-69,3
07,2018,Diabetes,Male,Moroccan,60-69,3
07,2018,Hypertension,Male,Moroccan,60-69,3
07,2018,Obesity,Male,Moroccan,60-69,2
07,2018,Dyslipidemia,Male,Moroccan,60-69,7
07,2018,Heart disease,Male,Moroccan,60-69,3
01,2013,CKD,Male,Israeli,40-49,4
07,2009,CKD,Male,Ethiopian,50-59,2
07,2009,Hypertension,Male,Ethiopian,50-59,2
12,2014,Nash,Female,Israeli,40-49,3
11,2015,CKD,Male,Kazakh,70+,1
11,2015,Heart disease,Male,Kazakh,70+,1
11,2015,Hypertension,Male,Kazakh,70+,1
04,2012,CKD,Male,Ucranian,60-69,4
04,2012,Hypertension,Male,Ucranian,60-69,3
01,2013,CKD,Male,Ethiopian,70+,1
01,2013,Hypertension,Male,Ethiopian,70+,1
04,2017,Dyslipidemia,Male,Ethiopian,70+,2
11,2012,CKD,Female,Uzbek,70+,1
11,2012,Hypertension,Female,Uzbek,70+,1
06,2016,Diabetes,Female,Uzbek,70+,1
02,2018,Hypertension,Female,Turkish,20-29,1
03,2012,Heart disease,Male,Hungarian,40-49,1
12,2013,Hypertension,Male,Israeli,50-59,5
01,2012,Obesity,Female,Sirian,60-69,1
03,2009,Diabetes,Female,Algerian,50-59,1
05,2009,CKD,Female,Georgian,70+,1
03,2011,Hypertension,Male,Israeli,50-59,6
03,2009,Heart disease,Female,Russian,50-59,4
04,2012,Diabetes,Female,Egyptian,70+,2
04,2012,Nash,Female,Egyptian,70+,1
06,2012,CKD,Female,Egyptian,70+,1
07,2015,Heart disease,Male,Algerian,70+,5
05,2017,Dyslipidemia,Male,Algerian,70+,2
07,2017,Diabetes,Female,Israeli,50-59,5
07,2017,Hypertension,Female,Israeli,50-59,4
07,2016,Diabetes,Male,Israeli,70+,7
08,2018,Diabetes,Male,Polonian,20-29,1
08,2018,Nash,Male,Polonian,20-29,1
08,2018,Obesity,Male,Polonian,20-29,1
05,2018,Diabetes,Female,Ucranian,70+,4
05,2018,Hypertension,Female,Ucranian,70+,3
05,2010,CKD,Male,Rumanian,70+,1
05,2010,Heart disease,Male,Rumanian,70+,1
06,2010,Hypertension,Male,Rumanian,70+,1
03,2015,Dyslipidemia,Female,Egyptian,60-69,1
04,2009,Heart disease,Female,German,70+,2
04,2016,Nash,Female,Israeli,60-69,3
12,2018,CKD,Male,Russian,30-39,1
