month,year,disease,nationality,counts,cumulative sum,monthyear,yearquarter,bianual
04,2021,Dyslipidemia,Israeli,9,32383,2021-04-01,2021 Q1,2020-2021
05,2021,Dyslipidemia,Israeli,15,32398,2021-05-01,2021 Q2,2020-2021
06,2021,Dyslipidemia,Israeli,14,32412,2021-06-01,2021 Q2,2020-2021
07,2021,Dyslipidemia,Israeli,4,32416,2021-07-01,2021 Q2,2020-2021
08,2021,Dyslipidemia,Israeli,6,32422,2021-08-01,2021 Q2,2020-2021
09,2021,Dyslipidemia,Israeli,2,32424,2021-09-01,2021 Q3,2020-2021
11,2021,Dyslipidemia,Israeli,1,32425,2021-11-01,2021 Q3,2020-2021
04,2006,Heart disease,Israeli,1,1,2006-04-01,2006 Q1,2006-2007
08,2006,Heart disease,Israeli,1,2,2006-08-01,2006 Q2,2006-2007
11,2006,Heart disease,Israeli,1,3,2006-11-01,2006 Q3,2006-2007
04,2007,Heart disease,Israeli,1,4,2007-04-01,2007 Q1,2006-2007
06,2007,Heart disease,Israeli,2,6,2007-06-01,2007 Q2,2006-2007
08,2007,Heart disease,Israeli,1,7,2007-08-01,2007 Q2,2006-2007
09,2007,Heart disease,Israeli,1,8,2007-09-01,2007 Q3,2006-2007
10,2007,Heart disease,Israeli,2,10,2007-10-01,2007 Q3,2006-2007
02,2008,Heart disease,Israeli,2,12,2008-02-01,2008 Q1,2008-2009
03,2008,Heart disease,Israeli,1,13,2008-03-01,2008 Q1,2008-2009
04,2008,Heart disease,Israeli,3,16,2008-04-01,2008 Q1,2008-2009
06,2008,Heart disease,Israeli,1,17,2008-06-01,2008 Q2,2008-2009
07,2008,Heart disease,Israeli,1,18,2008-07-01,2008 Q2,2008-2009
08,2008,Heart disease,Israeli,1,19,2008-08-01,2008 Q2,2008-2009
09,2008,Heart disease,Israeli,3,22,2008-09-01,2008 Q3,2008-2009
10,2008,Heart disease,Israeli,1,23,2008-10-01,2008 Q3,2008-2009
11,2008,Heart disease,Israeli,2,25,2008-11-01,2008 Q3,2008-2009
12,2008,Heart disease,Israeli,4,29,2008-12-01,2008 Q3,2008-2009
01,2009,Heart disease,Israeli,1100,1129,2009-01-01,2009 Q1,2008-2009
02,2009,Heart disease,Israeli,1091,2220,2009-02-01,2009 Q1,2008-2009
03,2009,Heart disease,Israeli,1183,3403,2009-03-01,2009 Q1,2008-2009
04,2009,Heart disease,Israeli,1201,4604,2009-04-01,2009 Q1,2008-2009
05,2009,Heart disease,Israeli,1177,5781,2009-05-01,2009 Q2,2008-2009
06,2009,Heart disease,Israeli,1151,6932,2009-06-01,2009 Q2,2008-2009
07,2009,Heart disease,Israeli,1263,8195,2009-07-01,2009 Q2,2008-2009
08,2009,Heart disease,Israeli,1256,9451,2009-08-01,2009 Q2,2008-2009
09,2009,Heart disease,Israeli,1290,10741,2009-09-01,2009 Q3,2008-2009
10,2009,Heart disease,Israeli,1295,12036,2009-10-01,2009 Q3,2008-2009
11,2009,Heart disease,Israeli,1238,13274,2009-11-01,2009 Q3,2008-2009
12,2009,Heart disease,Israeli,1219,14493,2009-12-01,2009 Q3,2008-2009
01,2010,Heart disease,Israeli,168,14661,2010-01-01,2010 Q1,2010-2011
02,2010,Heart disease,Israeli,127,14788,2010-02-01,2010 Q1,2010-2011
03,2010,Heart disease,Israeli,137,14925,2010-03-01,2010 Q1,2010-2011
04,2010,Heart disease,Israeli,109,15034,2010-04-01,2010 Q1,2010-2011
05,2010,Heart disease,Israeli,102,15136,2010-05-01,2010 Q2,2010-2011
06,2010,Heart disease,Israeli,89,15225,2010-06-01,2010 Q2,2010-2011
07,2010,Heart disease,Israeli,98,15323,2010-07-01,2010 Q2,2010-2011
08,2010,Heart disease,Israeli,93,15416,2010-08-01,2010 Q2,2010-2011
09,2010,Heart disease,Israeli,87,15503,2010-09-01,2010 Q3,2010-2011
10,2010,Heart disease,Israeli,91,15594,2010-10-01,2010 Q3,2010-2011
11,2010,Heart disease,Israeli,93,15687,2010-11-01,2010 Q3,2010-2011
12,2010,Heart disease,Israeli,75,15762,2010-12-01,2010 Q3,2010-2011
01,2011,Heart disease,Israeli,92,15854,2011-01-01,2011 Q1,2010-2011
02,2011,Heart disease,Israeli,83,15937,2011-02-01,2011 Q1,2010-2011
03,2011,Heart disease,Israeli,86,16023,2011-03-01,2011 Q1,2010-2011
04,2011,Heart disease,Israeli,55,16078,2011-04-01,2011 Q1,2010-2011
05,2011,Heart disease,Israeli,70,16148,2011-05-01,2011 Q2,2010-2011
06,2011,Heart disease,Israeli,60,16208,2011-06-01,2011 Q2,2010-2011
07,2011,Heart disease,Israeli,70,16278,2011-07-01,2011 Q2,2010-2011
08,2011,Heart disease,Israeli,52,16330,2011-08-01,2011 Q2,2010-2011
09,2011,Heart disease,Israeli,66,16396,2011-09-01,2011 Q3,2010-2011
10,2011,Heart disease,Israeli,52,16448,2011-10-01,2011 Q3,2010-2011
11,2011,Heart disease,Israeli,70,16518,2011-11-01,2011 Q3,2010-2011
12,2011,Heart disease,Israeli,75,16593,2011-12-01,2011 Q3,2010-2011
01,2012,Heart disease,Israeli,825,17418,2012-01-01,2012 Q1,2012-2013
02,2012,Heart disease,Israeli,798,18216,2012-02-01,2012 Q1,2012-2013
03,2012,Heart disease,Israeli,868,19084,2012-03-01,2012 Q1,2012-2013
04,2012,Heart disease,Israeli,877,19961,2012-04-01,2012 Q1,2012-2013
05,2012,Heart disease,Israeli,905,20866,2012-05-01,2012 Q2,2012-2013
06,2012,Heart disease,Israeli,850,21716,2012-06-01,2012 Q2,2012-2013
07,2012,Heart disease,Israeli,923,22639,2012-07-01,2012 Q2,2012-2013
08,2012,Heart disease,Israeli,930,23569,2012-08-01,2012 Q2,2012-2013
09,2012,Heart disease,Israeli,907,24476,2012-09-01,2012 Q3,2012-2013
10,2012,Heart disease,Israeli,917,25393,2012-10-01,2012 Q3,2012-2013
11,2012,Heart disease,Israeli,899,26292,2012-11-01,2012 Q3,2012-2013
12,2012,Heart disease,Israeli,953,27245,2012-12-01,2012 Q3,2012-2013
01,2013,Heart disease,Israeli,137,27382,2013-01-01,2013 Q1,2012-2013
02,2013,Heart disease,Israeli,128,27510,2013-02-01,2013 Q1,2012-2013
03,2013,Heart disease,Israeli,95,27605,2013-03-01,2013 Q1,2012-2013
04,2013,Heart disease,Israeli,115,27720,2013-04-01,2013 Q1,2012-2013
05,2013,Heart disease,Israeli,109,27829,2013-05-01,2013 Q2,2012-2013
06,2013,Heart disease,Israeli,97,27926,2013-06-01,2013 Q2,2012-2013
07,2013,Heart disease,Israeli,93,28019,2013-07-01,2013 Q2,2012-2013
08,2013,Heart disease,Israeli,103,28122,2013-08-01,2013 Q2,2012-2013
09,2013,Heart disease,Israeli,95,28217,2013-09-01,2013 Q3,2012-2013
10,2013,Heart disease,Israeli,84,28301,2013-10-01,2013 Q3,2012-2013
11,2013,Heart disease,Israeli,83,28384,2013-11-01,2013 Q3,2012-2013
12,2013,Heart disease,Israeli,108,28492,2013-12-01,2013 Q3,2012-2013
01,2014,Heart disease,Israeli,85,28577,2014-01-01,2014 Q1,2014-2015
02,2014,Heart disease,Israeli,80,28657,2014-02-01,2014 Q1,2014-2015
03,2014,Heart disease,Israeli,81,28738,2014-03-01,2014 Q1,2014-2015
04,2014,Heart disease,Israeli,68,28806,2014-04-01,2014 Q1,2014-2015
05,2014,Heart disease,Israeli,84,28890,2014-05-01,2014 Q2,2014-2015
06,2014,Heart disease,Israeli,71,28961,2014-06-01,2014 Q2,2014-2015
07,2014,Heart disease,Israeli,71,29032,2014-07-01,2014 Q2,2014-2015
08,2014,Heart disease,Israeli,75,29107,2014-08-01,2014 Q2,2014-2015
09,2014,Heart disease,Israeli,81,29188,2014-09-01,2014 Q3,2014-2015
10,2014,Heart disease,Israeli,74,29262,2014-10-01,2014 Q3,2014-2015
11,2014,Heart disease,Israeli,68,29330,2014-11-01,2014 Q3,2014-2015
12,2014,Heart disease,Israeli,79,29409,2014-12-01,2014 Q3,2014-2015
01,2015,Heart disease,Israeli,919,30328,2015-01-01,2015 Q1,2014-2015
02,2015,Heart disease,Israeli,876,31204,2015-02-01,2015 Q1,2014-2015
03,2015,Heart disease,Israeli,981,32185,2015-03-01,2015 Q1,2014-2015
04,2015,Heart disease,Israeli,987,33172,2015-04-01,2015 Q1,2014-2015
05,2015,Heart disease,Israeli,1022,34194,2015-05-01,2015 Q2,2014-2015
06,2015,Heart disease,Israeli,949,35143,2015-06-01,2015 Q2,2014-2015
07,2015,Heart disease,Israeli,1003,36146,2015-07-01,2015 Q2,2014-2015
08,2015,Heart disease,Israeli,981,37127,2015-08-01,2015 Q2,2014-2015
09,2015,Heart disease,Israeli,987,38114,2015-09-01,2015 Q3,2014-2015
10,2015,Heart disease,Israeli,986,39100,2015-10-01,2015 Q3,2014-2015
11,2015,Heart disease,Israeli,1039,40139,2015-11-01,2015 Q3,2014-2015
12,2015,Heart disease,Israeli,976,41115,2015-12-01,2015 Q3,2014-2015
01,2016,Heart disease,Israeli,157,41272,2016-01-01,2016 Q1,2016-2017
02,2016,Heart disease,Israeli,119,41391,2016-02-01,2016 Q1,2016-2017
03,2016,Heart disease,Israeli,138,41529,2016-03-01,2016 Q1,2016-2017
04,2016,Heart disease,Israeli,119,41648,2016-04-01,2016 Q1,2016-2017
05,2016,Heart disease,Israeli,121,41769,2016-05-01,2016 Q2,2016-2017
06,2016,Heart disease,Israeli,115,41884,2016-06-01,2016 Q2,2016-2017
07,2016,Heart disease,Israeli,117,42001,2016-07-01,2016 Q2,2016-2017
08,2016,Heart disease,Israeli,138,42139,2016-08-01,2016 Q2,2016-2017
09,2016,Heart disease,Israeli,100,42239,2016-09-01,2016 Q3,2016-2017
10,2016,Heart disease,Israeli,119,42358,2016-10-01,2016 Q3,2016-2017
11,2016,Heart disease,Israeli,93,42451,2016-11-01,2016 Q3,2016-2017
12,2016,Heart disease,Israeli,85,42536,2016-12-01,2016 Q3,2016-2017
01,2017,Heart disease,Israeli,90,42626,2017-01-01,2017 Q1,2016-2017
02,2017,Heart disease,Israeli,84,42710,2017-02-01,2017 Q1,2016-2017
03,2017,Heart disease,Israeli,85,42795,2017-03-01,2017 Q1,2016-2017
04,2017,Heart disease,Israeli,98,42893,2017-04-01,2017 Q1,2016-2017
05,2017,Heart disease,Israeli,81,42974,2017-05-01,2017 Q2,2016-2017
06,2017,Heart disease,Israeli,85,43059,2017-06-01,2017 Q2,2016-2017
07,2017,Heart disease,Israeli,90,43149,2017-07-01,2017 Q2,2016-2017
08,2017,Heart disease,Israeli,92,43241,2017-08-01,2017 Q2,2016-2017
09,2017,Heart disease,Israeli,92,43333,2017-09-01,2017 Q3,2016-2017
10,2017,Heart disease,Israeli,78,43411,2017-10-01,2017 Q3,2016-2017
11,2017,Heart disease,Israeli,91,43502,2017-11-01,2017 Q3,2016-2017
12,2017,Heart disease,Israeli,101,43603,2017-12-01,2017 Q3,2016-2017
01,2018,Heart disease,Israeli,957,44560,2018-01-01,2018 Q1,2018-2019
02,2018,Heart disease,Israeli,835,45395,2018-02-01,2018 Q1,2018-2019
03,2018,Heart disease,Israeli,936,46331,2018-03-01,2018 Q1,2018-2019
04,2018,Heart disease,Israeli,911,47242,2018-04-01,2018 Q1,2018-2019
05,2018,Heart disease,Israeli,998,48240,2018-05-01,2018 Q2,2018-2019
06,2018,Heart disease,Israeli,901,49141,2018-06-01,2018 Q2,2018-2019
07,2018,Heart disease,Israeli,980,50121,2018-07-01,2018 Q2,2018-2019
08,2018,Heart disease,Israeli,960,51081,2018-08-01,2018 Q2,2018-2019
09,2018,Heart disease,Israeli,924,52005,2018-09-01,2018 Q3,2018-2019
10,2018,Heart disease,Israeli,941,52946,2018-10-01,2018 Q3,2018-2019
11,2018,Heart disease,Israeli,962,53908,2018-11-01,2018 Q3,2018-2019
12,2018,Heart disease,Israeli,910,54818,2018-12-01,2018 Q3,2018-2019
01,2019,Heart disease,Israeli,143,54961,2019-01-01,2019 Q1,2018-2019
02,2019,Heart disease,Israeli,87,55048,2019-02-01,2019 Q1,2018-2019
03,2019,Heart disease,Israeli,101,55149,2019-03-01,2019 Q1,2018-2019
04,2019,Heart disease,Israeli,81,55230,2019-04-01,2019 Q1,2018-2019
05,2019,Heart disease,Israeli,82,55312,2019-05-01,2019 Q2,2018-2019
06,2019,Heart disease,Israeli,82,55394,2019-06-01,2019 Q2,2018-2019
07,2019,Heart disease,Israeli,78,55472,2019-07-01,2019 Q2,2018-2019
08,2019,Heart disease,Israeli,69,55541,2019-08-01,2019 Q2,2018-2019
09,2019,Heart disease,Israeli,74,55615,2019-09-01,2019 Q3,2018-2019
10,2019,Heart disease,Israeli,64,55679,2019-10-01,2019 Q3,2018-2019
11,2019,Heart disease,Israeli,67,55746,2019-11-01,2019 Q3,2018-2019
12,2019,Heart disease,Israeli,59,55805,2019-12-01,2019 Q3,2018-2019
01,2020,Heart disease,Israeli,55,55860,2020-01-01,2020 Q1,2020-2021
02,2020,Heart disease,Israeli,46,55906,2020-02-01,2020 Q1,2020-2021
03,2020,Heart disease,Israeli,57,55963,2020-03-01,2020 Q1,2020-2021
04,2020,Heart disease,Israeli,49,56012,2020-04-01,2020 Q1,2020-2021
05,2020,Heart disease,Israeli,36,56048,2020-05-01,2020 Q2,2020-2021
06,2020,Heart disease,Israeli,46,56094,2020-06-01,2020 Q2,2020-2021
07,2020,Heart disease,Israeli,29,56123,2020-07-01,2020 Q2,2020-2021
08,2020,Heart disease,Israeli,25,56148,2020-08-01,2020 Q2,2020-2021
09,2020,Heart disease,Israeli,24,56172,2020-09-01,2020 Q3,2020-2021
10,2020,Heart disease,Israeli,30,56202,2020-10-01,2020 Q3,2020-2021
11,2020,Heart disease,Israeli,23,56225,2020-11-01,2020 Q3,2020-2021
12,2020,Heart disease,Israeli,25,56250,2020-12-01,2020 Q3,2020-2021
01,2021,Heart disease,Israeli,16,56266,2021-01-01,2021 Q1,2020-2021
02,2021,Heart disease,Israeli,13,56279,2021-02-01,2021 Q1,2020-2021
03,2021,Heart disease,Israeli,13,56292,2021-03-01,2021 Q1,2020-2021
04,2021,Heart disease,Israeli,14,56306,2021-04-01,2021 Q1,2020-2021
05,2021,Heart disease,Israeli,7,56313,2021-05-01,2021 Q2,2020-2021
06,2021,Heart disease,Israeli,7,56320,2021-06-01,2021 Q2,2020-2021
07,2021,Heart disease,Israeli,6,56326,2021-07-01,2021 Q2,2020-2021
08,2021,Heart disease,Israeli,6,56332,2021-08-01,2021 Q2,2020-2021
09,2021,Heart disease,Israeli,1,56333,2021-09-01,2021 Q3,2020-2021
10,2021,Heart disease,Israeli,2,56335,2021-10-01,2021 Q3,2020-2021
11,2021,Heart disease,Israeli,1,56336,2021-11-01,2021 Q3,2020-2021
04,2006,Hypertension,Israeli,1,1,2006-04-01,2006 Q1,2006-2007
08,2006,Hypertension,Israeli,1,2,2006-08-01,2006 Q2,2006-2007
09,2006,Hypertension,Israeli,1,3,2006-09-01,2006 Q3,2006-2007
10,2006,Hypertension,Israeli,1,4,2006-10-01,2006 Q3,2006-2007
11,2006,Hypertension,Israeli,1,5,2006-11-01,2006 Q3,2006-2007
04,2007,Hypertension,Israeli,2,7,2007-04-01,2007 Q1,2006-2007
05,2007,Hypertension,Israeli,2,9,2007-05-01,2007 Q2,2006-2007
06,2007,Hypertension,Israeli,1,10,2007-06-01,2007 Q2,2006-2007
08,2007,Hypertension,Israeli,1,11,2007-08-01,2007 Q2,2006-2007
09,2007,Hypertension,Israeli,2,13,2007-09-01,2007 Q3,2006-2007
10,2007,Hypertension,Israeli,2,15,2007-10-01,2007 Q3,2006-2007
11,2007,Hypertension,Israeli,1,16,2007-11-01,2007 Q3,2006-2007
02,2008,Hypertension,Israeli,2,18,2008-02-01,2008 Q1,2008-2009
03,2008,Hypertension,Israeli,2,20,2008-03-01,2008 Q1,2008-2009
04,2008,Hypertension,Israeli,1,21,2008-04-01,2008 Q1,2008-2009
06,2008,Hypertension,Israeli,1,22,2008-06-01,2008 Q2,2008-2009
08,2008,Hypertension,Israeli,1,23,2008-08-01,2008 Q2,2008-2009
09,2008,Hypertension,Israeli,3,26,2008-09-01,2008 Q3,2008-2009
10,2008,Hypertension,Israeli,1,27,2008-10-01,2008 Q3,2008-2009
11,2008,Hypertension,Israeli,3,30,2008-11-01,2008 Q3,2008-2009
12,2008,Hypertension,Israeli,4,34,2008-12-01,2008 Q3,2008-2009
01,2009,Hypertension,Israeli,1405,1439,2009-01-01,2009 Q1,2008-2009
02,2009,Hypertension,Israeli,1384,2823,2009-02-01,2009 Q1,2008-2009
03,2009,Hypertension,Israeli,1528,4351,2009-03-01,2009 Q1,2008-2009
04,2009,Hypertension,Israeli,1531,5882,2009-04-01,2009 Q1,2008-2009
05,2009,Hypertension,Israeli,1501,7383,2009-05-01,2009 Q2,2008-2009
06,2009,Hypertension,Israeli,1524,8907,2009-06-01,2009 Q2,2008-2009
07,2009,Hypertension,Israeli,1645,10552,2009-07-01,2009 Q2,2008-2009
08,2009,Hypertension,Israeli,1675,12227,2009-08-01,2009 Q2,2008-2009
09,2009,Hypertension,Israeli,1641,13868,2009-09-01,2009 Q3,2008-2009
10,2009,Hypertension,Israeli,1649,15517,2009-10-01,2009 Q3,2008-2009
11,2009,Hypertension,Israeli,1547,17064,2009-11-01,2009 Q3,2008-2009
12,2009,Hypertension,Israeli,1596,18660,2009-12-01,2009 Q3,2008-2009
01,2010,Hypertension,Israeli,195,18855,2010-01-01,2010 Q1,2010-2011
02,2010,Hypertension,Israeli,162,19017,2010-02-01,2010 Q1,2010-2011
03,2010,Hypertension,Israeli,157,19174,2010-03-01,2010 Q1,2010-2011
04,2010,Hypertension,Israeli,135,19309,2010-04-01,2010 Q1,2010-2011
05,2010,Hypertension,Israeli,129,19438,2010-05-01,2010 Q2,2010-2011
06,2010,Hypertension,Israeli,114,19552,2010-06-01,2010 Q2,2010-2011
07,2010,Hypertension,Israeli,112,19664,2010-07-01,2010 Q2,2010-2011
08,2010,Hypertension,Israeli,113,19777,2010-08-01,2010 Q2,2010-2011
09,2010,Hypertension,Israeli,106,19883,2010-09-01,2010 Q3,2010-2011
10,2010,Hypertension,Israeli,114,19997,2010-10-01,2010 Q3,2010-2011
11,2010,Hypertension,Israeli,96,20093,2010-11-01,2010 Q3,2010-2011
12,2010,Hypertension,Israeli,98,20191,2010-12-01,2010 Q3,2010-2011
01,2011,Hypertension,Israeli,82,20273,2011-01-01,2011 Q1,2010-2011
02,2011,Hypertension,Israeli,66,20339,2011-02-01,2011 Q1,2010-2011
03,2011,Hypertension,Israeli,94,20433,2011-03-01,2011 Q1,2010-2011
04,2011,Hypertension,Israeli,68,20501,2011-04-01,2011 Q1,2010-2011
05,2011,Hypertension,Israeli,92,20593,2011-05-01,2011 Q2,2010-2011
06,2011,Hypertension,Israeli,77,20670,2011-06-01,2011 Q2,2010-2011
07,2011,Hypertension,Israeli,68,20738,2011-07-01,2011 Q2,2010-2011
08,2011,Hypertension,Israeli,72,20810,2011-08-01,2011 Q2,2010-2011
09,2011,Hypertension,Israeli,74,20884,2011-09-01,2011 Q3,2010-2011
10,2011,Hypertension,Israeli,68,20952,2011-10-01,2011 Q3,2010-2011
11,2011,Hypertension,Israeli,81,21033,2011-11-01,2011 Q3,2010-2011
12,2011,Hypertension,Israeli,68,21101,2011-12-01,2011 Q3,2010-2011
01,2012,Hypertension,Israeli,1136,22237,2012-01-01,2012 Q1,2012-2013
02,2012,Hypertension,Israeli,1109,23346,2012-02-01,2012 Q1,2012-2013
03,2012,Hypertension,Israeli,1185,24531,2012-03-01,2012 Q1,2012-2013
04,2012,Hypertension,Israeli,1171,25702,2012-04-01,2012 Q1,2012-2013
05,2012,Hypertension,Israeli,1228,26930,2012-05-01,2012 Q2,2012-2013
06,2012,Hypertension,Israeli,1125,28055,2012-06-01,2012 Q2,2012-2013
07,2012,Hypertension,Israeli,1237,29292,2012-07-01,2012 Q2,2012-2013
08,2012,Hypertension,Israeli,1222,30514,2012-08-01,2012 Q2,2012-2013
09,2012,Hypertension,Israeli,1236,31750,2012-09-01,2012 Q3,2012-2013
10,2012,Hypertension,Israeli,1201,32951,2012-10-01,2012 Q3,2012-2013
11,2012,Hypertension,Israeli,1233,34184,2012-11-01,2012 Q3,2012-2013
12,2012,Hypertension,Israeli,1269,35453,2012-12-01,2012 Q3,2012-2013
01,2013,Hypertension,Israeli,144,35597,2013-01-01,2013 Q1,2012-2013
02,2013,Hypertension,Israeli,132,35729,2013-02-01,2013 Q1,2012-2013
03,2013,Hypertension,Israeli,129,35858,2013-03-01,2013 Q1,2012-2013
04,2013,Hypertension,Israeli,122,35980,2013-04-01,2013 Q1,2012-2013
05,2013,Hypertension,Israeli,134,36114,2013-05-01,2013 Q2,2012-2013
06,2013,Hypertension,Israeli,105,36219,2013-06-01,2013 Q2,2012-2013
07,2013,Hypertension,Israeli,108,36327,2013-07-01,2013 Q2,2012-2013
08,2013,Hypertension,Israeli,103,36430,2013-08-01,2013 Q2,2012-2013
09,2013,Hypertension,Israeli,105,36535,2013-09-01,2013 Q3,2012-2013
10,2013,Hypertension,Israeli,109,36644,2013-10-01,2013 Q3,2012-2013
11,2013,Hypertension,Israeli,99,36743,2013-11-01,2013 Q3,2012-2013
12,2013,Hypertension,Israeli,109,36852,2013-12-01,2013 Q3,2012-2013
01,2014,Hypertension,Israeli,99,36951,2014-01-01,2014 Q1,2014-2015
02,2014,Hypertension,Israeli,100,37051,2014-02-01,2014 Q1,2014-2015
03,2014,Hypertension,Israeli,91,37142,2014-03-01,2014 Q1,2014-2015
04,2014,Hypertension,Israeli,88,37230,2014-04-01,2014 Q1,2014-2015
05,2014,Hypertension,Israeli,98,37328,2014-05-01,2014 Q2,2014-2015
06,2014,Hypertension,Israeli,83,37411,2014-06-01,2014 Q2,2014-2015
07,2014,Hypertension,Israeli,91,37502,2014-07-01,2014 Q2,2014-2015
08,2014,Hypertension,Israeli,80,37582,2014-08-01,2014 Q2,2014-2015
09,2014,Hypertension,Israeli,87,37669,2014-09-01,2014 Q3,2014-2015
10,2014,Hypertension,Israeli,94,37763,2014-10-01,2014 Q3,2014-2015
11,2014,Hypertension,Israeli,67,37830,2014-11-01,2014 Q3,2014-2015
12,2014,Hypertension,Israeli,81,37911,2014-12-01,2014 Q3,2014-2015
01,2015,Hypertension,Israeli,1146,39057,2015-01-01,2015 Q1,2014-2015
02,2015,Hypertension,Israeli,1067,40124,2015-02-01,2015 Q1,2014-2015
03,2015,Hypertension,Israeli,1203,41327,2015-03-01,2015 Q1,2014-2015
04,2015,Hypertension,Israeli,1228,42555,2015-04-01,2015 Q1,2014-2015
05,2015,Hypertension,Israeli,1219,43774,2015-05-01,2015 Q2,2014-2015
06,2015,Hypertension,Israeli,1163,44937,2015-06-01,2015 Q2,2014-2015
07,2015,Hypertension,Israeli,1186,46123,2015-07-01,2015 Q2,2014-2015
08,2015,Hypertension,Israeli,1168,47291,2015-08-01,2015 Q2,2014-2015
09,2015,Hypertension,Israeli,1208,48499,2015-09-01,2015 Q3,2014-2015
10,2015,Hypertension,Israeli,1227,49726,2015-10-01,2015 Q3,2014-2015
11,2015,Hypertension,Israeli,1247,50973,2015-11-01,2015 Q3,2014-2015
12,2015,Hypertension,Israeli,1321,52294,2015-12-01,2015 Q3,2014-2015
01,2016,Hypertension,Israeli,156,52450,2016-01-01,2016 Q1,2016-2017
02,2016,Hypertension,Israeli,117,52567,2016-02-01,2016 Q1,2016-2017
03,2016,Hypertension,Israeli,143,52710,2016-03-01,2016 Q1,2016-2017
04,2016,Hypertension,Israeli,120,52830,2016-04-01,2016 Q1,2016-2017
05,2016,Hypertension,Israeli,128,52958,2016-05-01,2016 Q2,2016-2017
06,2016,Hypertension,Israeli,119,53077,2016-06-01,2016 Q2,2016-2017
07,2016,Hypertension,Israeli,114,53191,2016-07-01,2016 Q2,2016-2017
08,2016,Hypertension,Israeli,146,53337,2016-08-01,2016 Q2,2016-2017
09,2016,Hypertension,Israeli,115,53452,2016-09-01,2016 Q3,2016-2017
10,2016,Hypertension,Israeli,105,53557,2016-10-01,2016 Q3,2016-2017
11,2016,Hypertension,Israeli,110,53667,2016-11-01,2016 Q3,2016-2017
12,2016,Hypertension,Israeli,101,53768,2016-12-01,2016 Q3,2016-2017
01,2017,Hypertension,Israeli,96,53864,2017-01-01,2017 Q1,2016-2017
02,2017,Hypertension,Israeli,110,53974,2017-02-01,2017 Q1,2016-2017
03,2017,Hypertension,Israeli,92,54066,2017-03-01,2017 Q1,2016-2017
04,2017,Hypertension,Israeli,79,54145,2017-04-01,2017 Q1,2016-2017
05,2017,Hypertension,Israeli,94,54239,2017-05-01,2017 Q2,2016-2017
06,2017,Hypertension,Israeli,89,54328,2017-06-01,2017 Q2,2016-2017
07,2017,Hypertension,Israeli,77,54405,2017-07-01,2017 Q2,2016-2017
08,2017,Hypertension,Israeli,87,54492,2017-08-01,2017 Q2,2016-2017
09,2017,Hypertension,Israeli,94,54586,2017-09-01,2017 Q3,2016-2017
10,2017,Hypertension,Israeli,86,54672,2017-10-01,2017 Q3,2016-2017
11,2017,Hypertension,Israeli,83,54755,2017-11-01,2017 Q3,2016-2017
12,2017,Hypertension,Israeli,102,54857,2017-12-01,2017 Q3,2016-2017
01,2018,Hypertension,Israeli,1150,56007,2018-01-01,2018 Q1,2018-2019
02,2018,Hypertension,Israeli,1026,57033,2018-02-01,2018 Q1,2018-2019
03,2018,Hypertension,Israeli,1135,58168,2018-03-01,2018 Q1,2018-2019
04,2018,Hypertension,Israeli,1091,59259,2018-04-01,2018 Q1,2018-2019
05,2018,Hypertension,Israeli,1183,60442,2018-05-01,2018 Q2,2018-2019
06,2018,Hypertension,Israeli,1178,61620,2018-06-01,2018 Q2,2018-2019
07,2018,Hypertension,Israeli,1173,62793,2018-07-01,2018 Q2,2018-2019
08,2018,Hypertension,Israeli,1154,63947,2018-08-01,2018 Q2,2018-2019
09,2018,Hypertension,Israeli,1127,65074,2018-09-01,2018 Q3,2018-2019
10,2018,Hypertension,Israeli,1118,66192,2018-10-01,2018 Q3,2018-2019
11,2018,Hypertension,Israeli,1181,67373,2018-11-01,2018 Q3,2018-2019
12,2018,Hypertension,Israeli,1143,68516,2018-12-01,2018 Q3,2018-2019
01,2019,Hypertension,Israeli,141,68657,2019-01-01,2019 Q1,2018-2019
02,2019,Hypertension,Israeli,103,68760,2019-02-01,2019 Q1,2018-2019
03,2019,Hypertension,Israeli,94,68854,2019-03-01,2019 Q1,2018-2019
04,2019,Hypertension,Israeli,85,68939,2019-04-01,2019 Q1,2018-2019
05,2019,Hypertension,Israeli,93,69032,2019-05-01,2019 Q2,2018-2019
06,2019,Hypertension,Israeli,73,69105,2019-06-01,2019 Q2,2018-2019
07,2019,Hypertension,Israeli,76,69181,2019-07-01,2019 Q2,2018-2019
08,2019,Hypertension,Israeli,59,69240,2019-08-01,2019 Q2,2018-2019
09,2019,Hypertension,Israeli,87,69327,2019-09-01,2019 Q3,2018-2019
10,2019,Hypertension,Israeli,70,69397,2019-10-01,2019 Q3,2018-2019
11,2019,Hypertension,Israeli,69,69466,2019-11-01,2019 Q3,2018-2019
12,2019,Hypertension,Israeli,48,69514,2019-12-01,2019 Q3,2018-2019
01,2020,Hypertension,Israeli,56,69570,2020-01-01,2020 Q1,2020-2021
02,2020,Hypertension,Israeli,52,69622,2020-02-01,2020 Q1,2020-2021
03,2020,Hypertension,Israeli,38,69660,2020-03-01,2020 Q1,2020-2021
04,2020,Hypertension,Israeli,48,69708,2020-04-01,2020 Q1,2020-2021
05,2020,Hypertension,Israeli,36,69744,2020-05-01,2020 Q2,2020-2021
06,2020,Hypertension,Israeli,35,69779,2020-06-01,2020 Q2,2020-2021
